rank,id_compra,id_compra_item,numero_controle_PNCP,ID_contratacao_PNCP,orgao_cnpj,orgao_razao_social,unidade_orgao,municipio,uf,ibge,modalidade,fornecedor_cnpj,fornecedor_nome,item_desc,item_desc_detalhada,material_ou_servico,cod_item_catalogo,catalog_code,catalog_match,qty,unidade_medida,unit_price,total,qty_band,quarter,peer_n,median,mad,score,score_kind,data_error,data_error_qty_x_price_over_total,source_item_url,source_compra_url,pncp_id,pncp_consulta
28,45006805900712024,4500680590071202400050,32512501000143-1-000102/2024,32512501000143-1-000102/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Fita adesiva,"Fita Adesiva Material: Acetato Celulose , Tipo: Auto-Adesiva , Largura: 12 MM, Comprimento: 10 M, Cor: Transparente",Material,617019,617019,catmat,500.000000,"Pacote 10,00 UN",58.950000,29475.000000,101-1000,2024Q3,3,3.340000,0.700000,79.442857,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000102/2024,https://pncp.gov.br/app/editais/32512501000143-1-000102/2024
29,92668706900452024,9266870690045202400001,32504706000187-1-000107/2024,32504706000187-1-000107/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Dispensa,,,Serviços de plotagem,Serviços de plotagem,Serviço,24902,24902,both,1.000000,UNIDADE,6338.900000,6338.900000,1,2024Q3,3,160.000000,80.000000,77.236250,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000107/2024,https://pncp.gov.br/app/editais/32504706000187-1-000107/2024
30,92668707000332024,9266870700033202400004,32504706000187-1-000135/2024,32504706000187-1-000135/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Inexigibilidade,28683597000135,HIDEO NAKAYAMA IMPORTAC EXPORTACAO COM E INDUSTRIA LTDA,"Detector Gás características adicionais: tela c/ visor, ajuste digital, alarmes, material invólucro: gabinete metálico, tipo: portátil, tipo gás: oxigênio, uso: para monitoramento do ar em espaços confinados","Detector Gás características adicionais: tela c/ visor, ajuste digital, alarmes, material invólucro: gabinete metálico, tipo: portátil, tipo gás: oxigênio, uso: para monitoramento do ar em espaços confinados",Material,617520,617520,catmat,1.000000,Unidade,474.850000,474.850000,1,2024Q3,4,43.970000,5.830000,73.907376,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000135/2024,https://pncp.gov.br/app/editais/32504706000187-1-000135/2024
31,45006805900712024,4500680590071202400196,32512501000143-1-000102/2024,32512501000143-1-000102/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Haste flexível,"Haste Flexível Material Haste: Plástico , Material Ponta: Algodão , Aplicação: Higiene Pessoal , Características Adicionais: Com 2 Pontas",Material,481317,481317,catmat,150.000000,Unidade,148.990000,22348.500000,101-1000,2024Q3,3,3.550000,2.150000,67.646512,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000102/2024,https://pncp.gov.br/app/editais/32512501000143-1-000102/2024
32,92668705900812024,9266870590081202400060,32504706000187-1-000168/2024,32504706000187-1-000168/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Disjuntor média tensão,"Disjuntor Média Tensão Características Adicionais: Caixa Moldada , Capacidade Interrupção Simétrica: 25 KA, Aplicação: Instalação Elétrica , Classe Tensão: 380 V, Corrente Nominal: 80 A, Tipo: Tripolar",Material,616962,616962,catmat,2.000000,Unidade,4926.160000,9852.320000,2-10,2024Q3,9,121.500000,72.340000,66.417750,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000168/2024,https://pncp.gov.br/app/editais/32504706000187-1-000168/2024
33,92685005900492024,9268500590049202400008,39563911000162-1-000050/2024,39563911000162-1-000050/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Metformina cloridrato,,Material,,,none,1080.000000,Comprimido,0.770000,831.600000,1001+,2024Q2,3,0.110000,0.010000,66.000000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000050/2024,https://pncp.gov.br/app/editais/39563911000162-1-000050/2024
34,45006805901362024,4500680590136202400001,32512501000143-1-000223/2024,32512501000143-1-000223/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,32168761000143,BSX EMPREENDIMENTOS LTDA,Água mineral natural,"ÁGUA MINERAL NATURAL, TIPO SEM GÁS, MATERIAL EMBALAGEM PLÁSTICO, TIPOEMBALAGEM DESCARTÁVEL",Material,445484,445484,catmat,1250.000000,"Copo 200,00 ML",26.000000,32500.000000,1001+,2024Q4,18,1.020000,0.385000,64.883117,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000223/2024,https://pncp.gov.br/app/editais/32512501000143-1-000223/2024
35,45006805901362024,4500680590136202400002,32512501000143-1-000223/2024,32512501000143-1-000223/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,32168761000143,BSX EMPREENDIMENTOS LTDA,Água mineral natural,"ÁGUA MINERAL NATURAL, TIPO SEM GÁS, MATERIAL EMBALAGEM PLÁSTICO, TIPOEMBALAGEM DESCARTÁVEL",Material,445484,445484,catmat,3750.000000,"Copo 200,00 ML",26.000000,97500.000000,1001+,2024Q4,18,1.020000,0.385000,64.883117,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000223/2024,https://pncp.gov.br/app/editais/32512501000143-1-000223/2024
36,45006805901392024,4500680590139202400002,32512501000143-1-000233/2024,32512501000143-1-000233/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,27245057000107,IN MOVING EVENTOS ESTRUTURAS E SERVICOS LTDA,Locação bens móveis,Locação bens móveis,Serviço,22888,22888,both,2250.000000,UN,100.000000,225000.000000,1001+,2024Q4,5,4.000000,1.530000,62.745098,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000233/2024,https://pncp.gov.br/app/editais/32512501000143-1-000233/2024
37,92685005900772024,9268500590077202400094,39563911000162-1-000102/2024,39563911000162-1-000102/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Insulina,,Material,,,none,1008.000000,"Frasco 10,00 ML",199.200000,200793.600000,1001+,2024Q3,3,26.700000,3.190000,54.075235,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000102/2024,https://pncp.gov.br/app/editais/39563911000162-1-000102/2024
38,92668706900742024,9266870690074202400003,32504706000187-1-000192/2024,32504706000187-1-000192/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Dispensa,,,Letreiro Luminoso,"Letreiro Luminoso Tipo Painel: Uso Interno, Potência: 600W, Tensão: 220V, Tipo De Led: Colorido, Características Adicionais: Acompanha Suporte De Fixação",Material,616534,616534,catmat,1.000000,Unidade,900.000000,900.000000,1,2024Q4,3,5285.000000,85.000000,51.588235,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000192/2024,https://pncp.gov.br/app/editais/32504706000187-1-000192/2024
39,45006805000672024,4500680500067202400001,32512501000143-1-000137/2024,32512501000143-1-000137/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Presencial,00098542000149,DELICIAS DA VOVO DE VOLTA REDONDA BUFFET E RESTAURANTE LTDA,Buffet,"Contratação de Empresa Especializada
no serviços de Bufett para
ALIMENTAÇÃO (ALMOÇO), conforme
especificações para seus Eventos e
Competições, a Secretaria Municipal de
Esporte e Lazer, iniciou este ETP, que
visa a Contratação de Empresa
Especializada na Prestação de
Serviços de Buffet, compreendendo
toda estrutura de montagem do serviço,
gôndolas de self service, mesas e
cadeiras, prat",Serviço,12807,12807,both,1.000000,UN,349500.000000,349500.000000,1,2024Q4,18,9750.000000,6812.500000,49.871560,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000137/2024,https://pncp.gov.br/app/editais/32512501000143-1-000137/2024
40,92685005901352024,9268500590135202400098,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Manitol,"Manitol Dosagem: 20%, Forma Farmacêutica: Solução Injetável, Características Adicionais: Sistema Fechado",Material,299675,299675,catmat,8700.000000,"Frasco 250,00 ML",10.830000,94221.000000,1001+,2024Q4,4,8.125000,0.055000,49.181818,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
41,92685005901352024,9268500590135202400104,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Metilprednisolona,"Metilprednisolona Princípio Ativo: Sal Succinato, Dosagem: 500MG, Apresentação: Pó Liofilizado + Diluente, Injetável",Material,271599,271599,catmat,1650.000000,Frasco-Ampola,32.610000,53806.500000,1001+,2024Q4,4,16.500000,0.340000,47.382353,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
42,92668705900812024,9266870590081202400040,32504706000187-1-000168/2024,32504706000187-1-000168/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,50889102000188,E.G.A REDE ELETRICA LTDA,Disjuntor média tensão,"Disjuntor Média Tensão Características Adicionais: Caixa Moldada , Capacidade Interrupção Simétrica: 25 KA, Aplicação: Instalação Elétrica , Classe Tensão: 380 V, Corrente Nominal: 80 A, Tipo: Tripolar",Material,616962,616962,catmat,4.000000,Unidade,2700.000000,10800.000000,2-10,2024Q4,40,97.000000,58.960000,44.148575,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000168/2024,https://pncp.gov.br/app/editais/32504706000187-1-000168/2024
43,45006805900772024,4500680590077202400098,32512501000143-1-000141/2024,32512501000143-1-000141/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,55389524000108,THENZO COMERCIO E SERVICOS LTDA,Sabão pasta,"Sabão Pasta Composição: Glicerina, Tensoativo Aniônico E Carboidrato , Aplicação: Limpeza Pesada Com Ação Desengraxante",Material,287791,287791,catmat,500.000000,Unidade,7.500000,3750.000000,101-1000,2024Q4,3,5.370000,0.050000,42.600000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000141/2024,https://pncp.gov.br/app/editais/32512501000143-1-000141/2024
44,92685005901352024,9268500590135202400040,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Ciprofloxacino Cloridrato,"Ciprofloxacino Cloridrato Dosagem: 2MG/ML, Apresentação: Solução Injetável",Material,292418,292418,catmat,5900.000000,"Frasco 100,00 ML",33.910000,200069.000000,1001+,2024Q4,9,8.400000,0.600000,42.516667,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
45,92776105900412024,9277610590041202400004,29063294000182-1-000042/2024,29063294000182-1-000042/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Outsourcing de Impressão - Páginas A4 - Monocromático - Excedente a Franquia sem Papel,Outsourcing de Impressão - Páginas A4 - Monocromático - Excedente a Franquia sem Papel,Serviço,26654,26654,both,12.000000,PÁGINA,30000.000000,360000.000000,11-100,2024Q2,3,1666.670000,666.670000,42.499783,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000042/2024,https://pncp.gov.br/app/editais/29063294000182-1-000042/2024
46,92685005901352024,9268500590135202400021,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Amoxicilina,"Amoxicilina Princípio Ativo: Associada Com Clavulanato De Potássio, Concentração: 1g + 200mg, Apresentação: Injetável",Material,271100,271100,catmat,13800.000000,Frasco-Ampola,38.750000,534750.000000,1001+,2024Q4,5,9.980000,0.680000,42.308824,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
47,92776105900712024,9277610590071202400013,29063294000182-1-000131/2024,29063294000182-1-000131/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Salbutamol,"Salbutamol Dosagem: 100mcg/Dose , Forma Farmacêutica: Aerosol Oral",Material,294887,294887,catmat,2000.000000,"Frasco 200,00 DOSE(S)",18.520000,37040.000000,1001+,2024Q3,4,10.725000,0.185000,42.135135,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000131/2024,https://pncp.gov.br/app/editais/29063294000182-1-000131/2024
48,92685005901352024,9268500590135202400084,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Flumazenil,"Flumazenil Dosagem: 0,1MG/ML, Indicação: Solução Injetável",Material,268510,268510,catmat,2800.000000,"Ampola 5,00 ML",15.240000,42672.000000,1001+,2024Q4,5,5.200000,0.240000,41.833333,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
49,92685005900532024,9268500590053202400001,39563911000162-1-000057/2024,39563911000162-1-000057/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,86819257000195,OTICA REAL DA MATRIZ LTDA,Lente oftálmica,"LENTE OFTÁLMICA, MATERIAL RESINA, TIPO VISÃO MONOFOCAL, TIPO LENTE +/- 0,25 A+/- 2,00 DIOPTRIAS, ESFÉRICA, TIPO LENTE CILÍNDRICA DE-0,25 A-2,00 DIOPTRIAS,CILÍNDRICA, COR INCOLOR",Material,447808,447808,catmat,3700.000000,Unidade,4.890000,18093.000000,1001+,2024Q4,3,24.990000,0.500000,40.200000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000057/2024,https://pncp.gov.br/app/editais/39563911000162-1-000057/2024
50,45006805901262024,4500680590126202400008,32512501000143-1-000190/2024,32512501000143-1-000190/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,07174707000163,L.C. KLIEMANN,Urna Mortuária,"URNA MORTUÁRIA, MATERIAL MADEIRA, TIPO MADEIRA MDF, COR NATURAL, TIPO TAMPACOM VISOR, MATERIAL REVESTIMENTO INTERNO FORRADO EM TNT- BABADOS DE TECIDO,TIPO ALÇA FIXA SEM ARTICULAÇÃO, CARACTERÍSTICAS ADICIONAIS SEM VERNIZ- 4CHAVETAS, DIMENSÕES 1,95 X 0,60 X 0,34 M",Material,622634,622634,catmat,40.000000,Unidade,359.000000,14360.000000,11-100,2024Q4,3,550.000000,5.000000,38.200000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000190/2024,https://pncp.gov.br/app/editais/32512501000143-1-000190/2024
51,45006805900442024,4500680590044202400039,32512501000143-1-000071/2024,32512501000143-1-000071/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,52131706000196,52.131.706 JUAN FRANCISCO LOURENCO DA SILVA,Tinta esmalte,"TINTA ESMALTE, TIPO ACABAMENTO SINTÉTICO, COR PRATA, MATERIAL BASE RESINAALQUÍDICA, CARACTERÍSTICAS ADICIONAIS BRILHANTE",Material,616756,616756,catmat,62.000000,Litro,172.500000,10695.000000,11-100,2024Q3,7,70.900000,2.700000,37.629630,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000071/2024,https://pncp.gov.br/app/editais/32512501000143-1-000071/2024
52,92685005900842024,9268500590084202400007,39563911000162-1-000095/2024,39563911000162-1-000095/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Esfigmomanômetro,,Material,,,none,25.000000,Unidade,1512.450000,37811.250000,11-100,2024Q3,3,107.800000,37.900000,37.062005,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000095/2024,https://pncp.gov.br/app/editais/39563911000162-1-000095/2024
53,92685005901352024,9268500590135202400012,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Adenosina,"Adenosina Dosagem: 3MG/ML, Indicação: Solução Injetável",Material,278281,278281,catmat,560.000000,"Ampola 2,00 ML",10.890000,6098.400000,101-1000,2024Q4,3,12.000000,0.030000,37.000000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
54,45006803900132024,4500680390013202400001,32512501000143-1-000111/2024,32512501000143-1-000111/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Concorrência - Eletrônica,45825859000178,CONSTRUTALK ENGENHARIA LTDA,Manutenção / reforma predial,"Execução de obra de reforma e acréscimo da Escola Municipal Professor Paulo Freire, localizada à Rua Via B13, nº 79, Bairro São Sebastião, Volta Redonda/RJ.",Serviço,1627,1627,both,1.000000,UN,4877534.130000,4877534.130000,1,2024Q4,11,163900.000000,127680.700000,36.917358,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000111/2024,https://pncp.gov.br/app/editais/32512501000143-1-000111/2024
55,92668703900132024,9266870390013202400001,32504706000187-1-000204/2024,32504706000187-1-000204/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Concorrência - Eletrônica,04595063000199,CONTATTO ENGENHARIA E CONSTRUCOES LTDA,"Obras Civis de Saneamento - Captação, Adução e  Distribuiçãode Água e Esgoto Sanitário","Obras Civis de Saneamento - Captação, Adução e  Distribuiçãode Água e Esgoto Sanitário",Serviço,1872,1872,both,1.000000,UN,1589200.000000,1589200.000000,1,2024Q4,7,122507.570000,40643.590000,36.086685,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000204/2024,https://pncp.gov.br/app/editais/32504706000187-1-000204/2024
