rank,id_compra,id_compra_item,ID_contratacao_PNCP,numero_item,label,evidence_url,notes
84,92668705900752024,9266870590075202400001,32504706000187-1-000155/2024,1,spec difference,https://pncp.gov.br/app/editais/32504706000187/2024/155,PNCP confirms 35.95 for Terminal eletrico. Peer median 4.48 is a different terminal class on the same code/description. Source https://pncp.gov.br/api/pncp/v1/orgaos/32504706000187/compras/2024/155/itens/1
85,45006807001132024,4500680700113202400010,32512501000143-1-000248/2024,10,real,https://pncp.gov.br/app/editais/32512501000143/2024/248,PNCP confirms homologado 21.62 / kg for espinafre. Same UoM as peers (median 4.33). Source matches CSV. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/248/itens/10
86,92776105901012024,9277610590101202400008,29063294000182-1-000181/2024,8,data error,https://pncp.gov.br/app/editais/29063294000182/2024/181,PNCP situacao=Fracassado; no resultado. CSV 0.68 Comprimido Sulfato ferroso is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/29063294000182/compras/2024/181/itens/8
87,92668705900812024,9266870590081202400052,32504706000187-1-000168/2024,52,data error,https://pncp.gov.br/app/editais/32504706000187/2024/168,PNCP situacao=Fracassado; no resultado. CSV 1578.50 Disjuntor media tensao is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/32504706000187/compras/2024/168/itens/52
88,45006803900212024,4500680390021202400001,32512501000143-1-000191/2024,1,data error,https://pncp.gov.br/app/editais/32512501000143/2024/191,PNCP homologado 569135.95 vs CSV unit_price 824834.72 (estimate) for pequenas obras/pintura. Quote valorUnitarioHomologado 569135.95. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/191/itens/1
89,45006805900692024,4500680590069202400027,32512501000143-1-000104/2024,27,spec difference,https://pncp.gov.br/app/editais/32512501000143/2024/104,PNCP confirms 90.00 for Broca. Peer median 7.13 is a small bit vs an industrial/tool class on the same key. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/104/itens/27
90,45006805000232024,4500680500023202400075,32512501000143-1-000028/2024,75,data error,https://pncp.gov.br/app/editais/32512501000143/2024/28,PNCP situacao=Fracassado; no resultado. CSV 0.50 Pao is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/28/itens/75
91,92685005901352024,9268500590135202400015,39563911000162-1-000165/2024,15,data error,https://pncp.gov.br/app/editais/39563911000162/2024/165,"PNCP situacao=Anulado/Revogado/Cancelado; no resultado. CSV 4.80 Bolsa 100,00 ML Agua Destilada is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/39563911000162/compras/2024/165/itens/15"
92,92668705900752024,9266870590075202400005,32504706000187-1-000155/2024,5,spec difference,https://pncp.gov.br/app/editais/32504706000187/2024/155,PNCP confirms 29.44 for Luva emenda compressao. Peer median 4.21 is a different splice-sleeve class. Source https://pncp.gov.br/api/pncp/v1/orgaos/32504706000187/compras/2024/155/itens/5
93,45006805900712024,4500680590071202400134,32512501000143-1-000102/2024,134,data error,https://pncp.gov.br/app/editais/32512501000143/2024/102,PNCP situacao=Anulado/Revogado/Cancelado; no resultado. CSV 22.33 Pasta arquivo is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/102/itens/134
94,45006807000972024,4500680700097202400001,32512501000143-1-000225/2024,1,spec difference,https://pncp.gov.br/app/editais/32512501000143/2024/225,PNCP confirms 20000.00 UNIDADE for apresentacao artistica/musical. Peer median 1530 is a smaller performance in the same CATSER bucket. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/225/itens/1
95,92668705900622024,9266870590062202400009,32504706000187-1-000128/2024,9,spec difference,https://pncp.gov.br/app/editais/32504706000187/2024/128,PNCP confirms 3531.00 for Reagente. Peer median 234.09 is a different reagent grade/volume on the same key. Source https://pncp.gov.br/api/pncp/v1/orgaos/32504706000187/compras/2024/128/itens/9
96,92668705900752024,9266870590075202400009,32504706000187-1-000155/2024,9,spec difference,https://pncp.gov.br/app/editais/32504706000187/2024/155,PNCP confirms 192.99 / m for Cabo eletrico flexivel. Peer median 33.70 is a different gauge/spec. Source https://pncp.gov.br/api/pncp/v1/orgaos/32504706000187/compras/2024/155/itens/9
97,45006805901042024,4500680590104202400036,32512501000143-1-000212/2024,36,spec difference,https://pncp.gov.br/app/editais/32512501000143/2024/212,PNCP confirms 36.74 for Interruptor. Peer median 6.04 is a residential-class switch vs a heavier spec. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/212/itens/36
98,92685005901352024,9268500590135202400041,39563911000162-1-000165/2024,41,data error,https://pncp.gov.br/app/editais/39563911000162/2024/165,"PNCP situacao=Anulado/Revogado/Cancelado; no resultado. CSV 24.65 Ampola 5,00 ML Cisatracurio is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/39563911000162/compras/2024/165/itens/41"
99,92685005901352024,9268500590135202400119,39563911000162-1-000165/2024,119,data error,https://pncp.gov.br/app/editais/39563911000162/2024/165,"PNCP situacao=Anulado/Revogado/Cancelado; no resultado. CSV 6.63 Bisnaga 45,00 G Oxido De Zinco is estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/39563911000162/compras/2024/165/itens/119"
100,45006807001182024,4500680700118202400006,32512501000143-1-000253/2024,6,real,https://pncp.gov.br/app/editais/32512501000143/2024/253,PNCP confirms homologado 21.62 / kg for espinafre. Same UoM as peers (median 5.52). Source matches CSV. Source https://pncp.gov.br/api/pncp/v1/orgaos/32512501000143/compras/2024/253/itens/6
