rank,id_compra,id_compra_item,ID_contratacao_PNCP,numero_item,label,evidence_url,notes
82,93009805930532024,9300980593053202400003,46139952000191-1-000127/2024,3,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/127,"PNCP confirms homologado 77.99 / UN for selagem de tacografo. CATSER 17965 peers mix transporte, ensaio and revisao. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/127/itens/3"
83,98621905903692024,9862190590369202400003,46137410000180-1-000638/2024,3,unit error,https://pncp.gov.br/app/editais/46137410000180/2024/638,"PNCP item 3 unidadeMedida=Quilograma, homologado=25.00 for biscoito de polvilho. Peers on CATMAT 240574 are Pacote 50,00 G at 5.75. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/638/itens/3"
84,93009805930562024,9300980593056202400002,46139952000191-1-000134/2024,2,real,https://pncp.gov.br/app/editais/46139952000191/2024/134,PNCP confirms homologado 5.3001 / Litro for gasolina comum IAD 87. Same CATMAT 461506 and Litro as peers near 4.81-5.98. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/134/itens/2
85,93009805930372024,9300980593037202400011,46139952000191-1-000090/2024,11,real,https://pncp.gov.br/app/editais/46139952000191/2024/90,"PNCP confirms homologado 7200.00 / Peca 1,00 M for barra de latao 1 pol. Same CATMAT 603425 text and peca as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/90/itens/11"
86,98621905932482024,9862190593248202400004,46137410000180-1-000389/2024,4,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/389,PNCP confirms homologado 105.00 UNIDADE for desinstalacao de ar-condicionado. CATSER 2020 peers mix instalacao with extra tubing. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/389/itens/4
87,98621905934482024,9862190593448202400014,46137410000180-1-000605/2024,14,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/605,"PNCP confirms homologado 0.4477 / Grama for suplemento hipocalorico. CATMAT 619249 peers mix Grama, Mililitro and Quilograma presentations. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/605/itens/14"
88,93009805930532024,9300980593053202400004,46139952000191-1-000127/2024,4,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/127,"PNCP confirms homologado 74.99 / UN for limpeza de sensor de tacografo. CATSER 17965 peers mix software, gaveta and relogio jobs. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/127/itens/4"
89,98621905904352024,9862190590435202400006,46137410000180-1-000803/2024,6,real,https://pncp.gov.br/app/editais/46137410000180/2024/803,PNCP confirms homologado 2.06 / Unidade for pincel cabo madeira. Same CATMAT 401623 and Unidade as peers near 0.99-1.26. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/803/itens/6
90,98621905934612024,9862190593461202400020,46137410000180-1-000610/2024,20,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/610,"PNCP confirms homologado 0.564 / Grama for suplemento cobre e zinco. CATMAT 485503 peers mix Grama, Mililitro, Quilograma and Comprimido. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/610/itens/20"
91,98621905934612024,9862190593461202400018,46137410000180-1-000610/2024,18,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/610,"PNCP confirms homologado 0.56 / Grama for suplemento cobre e zinco. CATMAT 485503 peers mix Grama, Mililitro, Quilograma and Comprimido. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/610/itens/18"
92,98621905936632024,9862190593663202400003,46137410000180-1-000967/2024,3,data error,https://pncp.gov.br/app/editais/46137410000180/2024/967,PNCP situacao=Deserto; resultados HTTP 204. CSV 2299.32 testes psicologicos is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/967/itens/3
93,98621905935052024,9862190593505202400002,46137410000180-1-000861/2024,2,data error,https://pncp.gov.br/app/editais/46137410000180/2024/861,PNCP situacao=Em andamento; resultados HTTP 204 and no valorUnitarioHomologado. CSV 1106.22 caneta baixa rotacao is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/861/itens/2
94,98621905904352024,9862190590435202400005,46137410000180-1-000803/2024,5,real,https://pncp.gov.br/app/editais/46137410000180/2024/803,PNCP confirms homologado 2.01 / Unidade for pincel cabo madeira. Same CATMAT 401623 and Unidade as peers near 0.99-1.26. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/803/itens/5
95,98621905934612024,9862190593461202400015,46137410000180-1-000610/2024,15,data error,https://pncp.gov.br/app/editais/46137410000180/2024/610,PNCP situacao=Deserto; resultados HTTP 204. CSV 1.089 / g suplemento cobre e zinco is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/610/itens/15
96,98621905934222024,9862190593422202400015,46137410000180-1-000586/2024,15,real,https://pncp.gov.br/app/editais/46137410000180/2024/586,"PNCP confirms homologado 2.49 / Ampola 2,00 ML for prometazina 25 mg/ml. Same CATMAT 267769 and ampoule as peers near 3.00-4.02. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/586/itens/15"
97,93009805930532024,9300980593053202400006,46139952000191-1-000127/2024,6,real,https://pncp.gov.br/app/editais/46139952000191/2024/127,PNCP confirms homologado 438.99 / Unidade for tacografo 7d eletronico. Same CATMAT 217876 text and Unidade as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/127/itens/6
98,98621905983412024,9862190598341202400013,46137410000180-1-000657/2024,13,real,https://pncp.gov.br/app/editais/46137410000180/2024/657,PNCP confirms homologado 770.00 / Unidade for poste de eucalipto 5 m. Same CATMAT 605953 text and Unidade as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/657/itens/13
99,98621905982992024,9862190598299202400004,46137410000180-1-000576/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/576,"PNCP confirms homologado 425.00 / Unidade for persiana 1,54 x 1,70 m. Same CATMAT 482597 text and Unidade as peers near 392-400. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/576/itens/4"
100,98621905932062024,9862190593206202400009,46137410000180-1-000284/2024,9,data error,https://pncp.gov.br/app/editais/46137410000180/2024/284,PNCP situacao=Anulado/Revogado/Cancelado; resultados HTTP 204. CSV 85.00 peca equipamento medico is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/284/itens/9
