id_compra,id_compra_item,ID_contratacao_PNCP,numero_item,descricao,unidade_medida,quantidade,valor_unitario_estimado,valor_unitario_resultado,valor_total,valor_total_resultado,evidence_url
93009805930562024,9300980593056202400002,46139952000191-1-000134/2024,2,"GASOLINA, USO PARA AUTOMOTIVOS, CLASSIFICAÇÃO COMUM, ÍNDICE DE OCTANAGEM IAD87 MIN",Litro,122800.0,5.71,5.3001,701188.0,650842.7016,https://pncp.gov.br/app/editais/46139952000191/2024/134
93009805930372024,9300980593037202400011,46139952000191-1-000090/2024,11,"Barra Metal Não Ferroso Material: Latão , Formato Seção: Cilindrica . , Diâmetro: 1 POL, Comprimento: 1","Peça 1,00 M",2.0,7923.83,7200.0,15847.67,14400.0,https://pncp.gov.br/app/editais/46139952000191/2024/90
98621905932482024,9862190593248202400004,46137410000180-1-000389/2024,4,ESTIMATIVA DE DESINSTALAÇÕES DE AR CONDICIONADO PARA 12 MESES.,UNIDADE,250.0,415.0,105.0,103750.0,26250.0,https://pncp.gov.br/app/editais/46137410000180/2024/389
98621905934482024,9862190593448202400014,46137410000180-1-000605/2024,14,"Suplemento Nutricional Característica Nutricional: Hipocalórica, Hiperprotéica , Demais Componentes: Far. Trigo E Centeio Integ, Ext Soja E Far. Milho , Componentes: Ômegas 3 E 6 , Componentes Adicionais: Vitaminas, Minerais, Fibras E Aminoácidos , Outros Componentes: Contém Glúten , Apresentação: Pó Para Uso Oral",Grama,172800.0,0.5,0.4477,86400.0,77362.56,https://pncp.gov.br/app/editais/46137410000180/2024/605
93009805930532024,9300980593053202400004,46139952000191-1-000127/2024,4,Serviço limpeza sensor de velocidade - tacógrafo,  UN,2.0,82.1,74.99,164.2,149.98,https://pncp.gov.br/app/editais/46139952000191/2024/127
98621905904352024,9862190590435202400006,46137410000180-1-000803/2024,6,"Pincel Material Cabo: Madeira Com Virola Em Alumínio, Cor: Vinho, Tipo Cerdas: Pelo Sintético Na Cor Dourada, Características Adicionais: Cabo Longo / Tamanho: Nº 00, Formato: Redondo",Unidade  ,4524.0,2.1,2.06,9500.4,9319.44,https://pncp.gov.br/app/editais/46137410000180/2024/803
98621905934612024,9862190593461202400020,46137410000180-1-000610/2024,20,Suplemento Nutricional Componentes: Cobre E Zinco,Grama,1750.0,0.564,0.564,987.0,987.0,https://pncp.gov.br/app/editais/46137410000180/2024/610
98621905934612024,9862190593461202400018,46137410000180-1-000610/2024,18,Suplemento Nutricional Componentes: Cobre E Zinco,Grama,138400.0,0.5615,0.56,77711.6,77504.0,https://pncp.gov.br/app/editais/46137410000180/2024/610
98621905936632024,9862190593663202400003,46137410000180-1-000967/2024,3,Testes Psicológicos,Unidade  ,1.0,2299.32,,2299.32,,https://pncp.gov.br/app/editais/46137410000180/2024/967
98621905935052024,9862190593505202400002,46137410000180-1-000861/2024,2,Caneta baixa rotação,Unidade,100.0,1106.22,,110622.0,,https://pncp.gov.br/app/editais/46137410000180/2024/861
98621905904352024,9862190590435202400005,46137410000180-1-000803/2024,5,"Pincel Material Cabo: Madeira Com Virola Em Alumínio, Cor: Vinho, Tipo Cerdas: Pelo Sintético Na Cor Dourada, Características Adicionais: Cabo Longo / Tamanho: Nº 00, Formato: Redondo",Unidade  ,5849.0,3.01,2.01,17605.49,11756.49,https://pncp.gov.br/app/editais/46137410000180/2024/803
98621905934612024,9862190593461202400015,46137410000180-1-000610/2024,15,Suplemento Nutricional Componentes: Cobre E Zinco,Grama,32832.0,1.089,,35754.04,,https://pncp.gov.br/app/editais/46137410000180/2024/610
98621905934222024,9862190593422202400015,46137410000180-1-000586/2024,15,"Prometazina Cloridrato Dosagem: 25 MG/ML, Apresentação: Solução Injetável","Ampola 2,00 ML",15100.0,3.345,2.49,50509.5,37599.0,https://pncp.gov.br/app/editais/46137410000180/2024/586
93009805930532024,9300980593053202400006,46139952000191-1-000127/2024,6,"TACÓGRAFO, TIPO 7 D- RISTRADOR SEMANAL, ACIONAMENTO ELETRÔNICO, FUNCIONAMENTOSENSOR HALL E CHICOTE ELÉTRICO, CARACTERÍSTICAS ADICIONAIS RELÓGIO QUARTZO/CIRCUITO INTELIGENTE",Unidade  ,1.0,454.1,438.99,454.1,438.99,https://pncp.gov.br/app/editais/46139952000191/2024/127
98621905983412024,9862190598341202400013,46137410000180-1-000657/2024,13,"POSTE DE MADEIRA, TIPO CÔNICO, VARIEDADE EUCALÍPTO,, COMPRIMENTO 5 M, DIÂMETROMÍNIMO 12 CM, CARACTERÍSTICAS ADICIONAIS TRATADO EM AUTOCLAVE",Unidade,181.0,799.52,770.0,144713.12,139370.0,https://pncp.gov.br/app/editais/46137410000180/2024/657
98621905982992024,9862190598299202400004,46137410000180-1-000576/2024,4,"PERSIANA TIPO CORTINA, MATERIAL TECIDO PROTECAO SOLAR 3%, LARGURA 1,54 M,ALTURA 1,70 M, COR BEGE, CARACTERÍSTICAS ADICIONAIS CORREIA METALICA DE 1,20 M, TIPO ROLÔ",Unidade ,1.0,1216.42,425.0,1216.42,425.0,https://pncp.gov.br/app/editais/46137410000180/2024/576
98621905932062024,9862190593206202400009,46137410000180-1-000284/2024,9,Peça Equipamento Médico,Unidade ,3.0,85.0,,255.0,,https://pncp.gov.br/app/editais/46137410000180/2024/284
